trait,rid,pathway,n_genes,n_high_i2_genes,frac_high_i2,fisher_p,bh_q,ld_block_perm_p,ld_block_perm_q,fdr_significant
BMI,R-HSA-9845621,Defective VWF cleavage by ADAMTS13 variant,4,4,1,0.826632,1,0.00497512,0.00772092,False
BMI,R-HSA-9851151,MDK and PTN in ALK signaling,4,4,1,0.826632,1,0.00497512,0.00772092,False
BMI,R-HSA-9854909,Regulation of MITF-M dependent genes involved in invasion,4,4,1,0.826632,1,0.00497512,0.00772092,False
BMI,R-HSA-9861559,PDH complex synthesizes acetyl-CoA from PYR,4,4,1,0.826632,1,0.00497512,0.00772092,False
BMI,R-HSA-9865114,Maple Syrup Urine Disease,4,4,1,0.826632,1,0.00497512,0.00772092,False
BMI,R-HSA-9912481,Branched-chain ketoacid dehydrogenase kinase deficiency,4,4,1,0.826632,1,0.00497512,0.00772092,False
BMI,R-HSA-9912529,H139Hfs13* PPM1K causes a mild variant of  MSUD,4,4,1,0.826632,1,0.00497512,0.00772092,False
BMI,R-HSA-9936686,Aggregated β-amyloid interacts with fibrinogen,4,4,1,0.826632,1,0.00497512,0.00772092,False
BMI,R-HSA-9959399,SLC-mediated transport of oligopeptides,4,4,1,0.826632,1,0.00497512,0.00772092,False
BMI,R-HSA-9968551,Regulation of GBP-mediated host defense,4,4,1,0.826632,1,0.00497512,0.00772092,False
BMI,R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,31,29,0.935484,0.827017,1,0.751244,0.859292,False
BMI,R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,31,29,0.935484,0.827017,1,0.751244,0.859292,False
BMI,R-HSA-381042,PERK regulates gene expression,31,29,0.935484,0.827017,1,0.731343,0.841009,False
BMI,R-HSA-5694530,Cargo concentration in the ER,31,29,0.935484,0.827017,1,0.800995,0.892851,False
BMI,R-HSA-73863,RNA Polymerase I Transcription Termination,31,29,0.935484,0.827017,1,0.756219,0.863728,False
BMI,R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT),31,29,0.935484,0.827017,1,0.721393,0.83078,False
BMI,R-HSA-1660514,Synthesis of PIPs at the Golgi membrane,16,15,0.9375,0.831192,1,0.124378,0.168937,False
BMI,R-HSA-175474,Assembly Of The HIV Virion,16,15,0.9375,0.831192,1,0.109453,0.149524,False
BMI,R-HSA-1834941,STING mediated induction of host immune responses,16,15,0.9375,0.831192,1,0.134328,0.182033,False
BMI,R-HSA-211935,Fatty acids,16,15,0.9375,0.831192,1,0.154229,0.2071,False
BMI,R-HSA-5083625,Defective GALNT3 causes HFTC,16,15,0.9375,0.831192,1,0.139303,0.188127,False
BMI,R-HSA-5083632,Defective C1GALT1C1 causes TNPS,16,15,0.9375,0.831192,1,0.139303,0.188127,False
BMI,R-HSA-5083636,Defective GALNT12 causes CRCS1,16,15,0.9375,0.831192,1,0.139303,0.188127,False
BMI,R-HSA-844456,The NLRP3 inflammasome,16,15,0.9375,0.831192,1,0.124378,0.168937,False
BMI,R-HSA-9769743,Amplification and propagation of coagulation cascade,16,15,0.9375,0.831192,1,0.134328,0.182033,False
BMI,R-HSA-168249,Innate Immune System,1116,1058,0.948029,0.834318,1,0.711443,0.820521,False
BMI,R-HSA-397795,G-protein beta:gamma signalling,30,28,0.933333,0.838541,1,0.79602,0.888563,False
BMI,R-HSA-917977,Transferrin endocytosis and recycling,30,28,0.933333,0.838541,1,0.716418,0.825453,False
BMI,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,62,58,0.935484,0.839374,1,0.606965,0.719705,False
BMI,R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,61,57,0.934426,0.846885,1,0.597015,0.709688,False
BMI,R-HSA-1170546,Prolactin receptor signaling,15,14,0.933333,0.847838,1,0.18408,0.244818,False
BMI,R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression,15,14,0.933333,0.847838,1,0.18408,0.244818,False
BMI,R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,15,14,0.933333,0.847838,1,0.189055,0.250728,False
BMI,R-HSA-430039,mRNA decay by 5' to 3' exoribonuclease,15,14,0.933333,0.847838,1,0.174129,0.232238,False
BMI,R-HSA-5358508,Mismatch Repair,15,14,0.933333,0.847838,1,0.18408,0.244818,False
BMI,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,15,14,0.933333,0.847838,1,0.189055,0.250728,False
BMI,R-HSA-1296041,Activation of G protein gated Potassium channels,29,27,0.931034,0.849821,1,0.791045,0.88636,False
BMI,R-HSA-1296059,G protein gated Potassium channels,29,27,0.931034,0.849821,1,0.791045,0.88636,False
BMI,R-HSA-1482839,Acyl chain remodelling of PE,29,27,0.931034,0.849821,1,0.81592,0.902249,False
BMI,R-HSA-196807,Nicotinate metabolism,29,27,0.931034,0.849821,1,0.766169,0.870044,False
BMI,R-HSA-451326,Activation of kainate receptors upon glutamate binding,29,27,0.931034,0.849821,1,0.761194,0.866477,False
BMI,R-HSA-5601884,PIWI-interacting RNA (piRNA) biogenesis,29,27,0.931034,0.849821,1,0.741294,0.849969,False
BMI,R-HSA-72086,mRNA Capping,29,27,0.931034,0.849821,1,0.761194,0.866477,False
BMI,R-HSA-77387,Insulin receptor recycling,29,27,0.931034,0.849821,1,0.751244,0.859292,False
BMI,R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,29,27,0.931034,0.849821,1,0.736318,0.844674,False
BMI,R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,29,27,0.931034,0.849821,1,0.736318,0.844674,False
BMI,R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,29,27,0.931034,0.849821,1,0.791045,0.88636,False
BMI,R-HSA-9864848,Complex IV assembly,44,41,0.931818,0.853368,1,0.631841,0.746204,False
BMI,R-HSA-6799198,Complex I biogenesis,60,56,0.933333,0.854246,1,0.711443,0.820521,False
BMI,R-HSA-162588,Budding and maturation of HIV virion,28,26,0.928571,0.860833,1,0.756219,0.863728,False
BMI,R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",28,26,0.928571,0.860833,1,0.791045,0.88636,False
BMI,R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,28,26,0.928571,0.860833,1,0.736318,0.844674,False
BMI,R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,28,26,0.928571,0.860833,1,0.731343,0.841009,False
BMI,R-HSA-162594,Early Phase of HIV Life Cycle,14,13,0.928571,0.864131,1,0.233831,0.305819,False
BMI,R-HSA-174490,Membrane binding and targetting of GAG proteins,14,13,0.928571,0.864131,1,0.19403,0.256894,False
BMI,R-HSA-174495,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",14,13,0.928571,0.864131,1,0.19403,0.256894,False
BMI,R-HSA-181431,Acetylcholine binding and downstream events,14,13,0.928571,0.864131,1,0.233831,0.305819,False
BMI,R-HSA-209952,Peptide hormone biosynthesis,14,13,0.928571,0.864131,1,0.248756,0.323726,False
BMI,R-HSA-209968,Thyroxine biosynthesis,14,13,0.928571,0.864131,1,0.253731,0.329837,False
BMI,R-HSA-3296469,Defects in cobalamin (B12) metabolism,14,13,0.928571,0.864131,1,0.248756,0.323726,False
BMI,R-HSA-5358565,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),14,13,0.928571,0.864131,1,0.243781,0.317952,False
BMI,R-HSA-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),14,13,0.928571,0.864131,1,0.243781,0.317952,False
BMI,R-HSA-622327,Postsynaptic nicotinic acetylcholine receptors,14,13,0.928571,0.864131,1,0.233831,0.305819,False
BMI,R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,14,13,0.928571,0.864131,1,0.228856,0.30031,False
BMI,R-HSA-9694676,Translation of Replicase and Assembly of the Replication Transcription Complex,14,13,0.928571,0.864131,1,0.228856,0.30031,False
BMI,R-HSA-9796292,Formation of axial mesoderm,14,13,0.928571,0.864131,1,0.228856,0.30031,False
BMI,R-HSA-9953170,GBP-mediated host defense,14,13,0.928571,0.864131,1,0.248756,0.323726,False
BMI,R-HSA-1280218,Adaptive Immune System,916,867,0.946507,0.866111,1,0.81592,0.902249,False
BMI,R-HSA-111446,Activation of BIM and translocation to mitochondria ,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-1296067,Potassium transport channels,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-1299308,Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK),3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-1299503,TWIK related potassium channel (TREK),3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-1307965,betaKlotho-mediated ligand binding,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-1369007,Mitochondrial ABC transporters,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-139910,Activation of BMF and translocation to mitochondria,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-162699,Synthesis of dolichyl-phosphate mannose,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-163282,Mitochondrial transcription initiation,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-167021,PLC-gamma1 signalling,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-175567,Integration of viral DNA into host genomic DNA,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-177539,Autointegration results in viral DNA circles,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-190374,FGFR1c and Klotho ligand binding and activation,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-191650,Regulation of gap junction activity,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-193681,Ceramide signalling,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-198745,Signalling to STAT3,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-3249367,STAT6-mediated induction of chemokines,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-3296197,Hydroxycarboxylic acid-binding receptors,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-3304347,Loss of Function of SMAD4 in Cancer,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-3311021,SMAD4 MH2 Domain Mutants in Cancer,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-3315487,SMAD2/3 MH2 Domain Mutants in Cancer,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-3359462,Defective AMN causes MGA1,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-3359463,Defective CUBN causes MGA1,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-350864,Regulation of thyroid hormone activity,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-352238,Breakdown of the nuclear lamina,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-3642278,Loss of Function of TGFBR2 in Cancer,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-3645790,TGFBR2 Kinase Domain Mutants in Cancer,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-379397,Enzymatic degradation of dopamine by COMT,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-392023,Adrenaline signalling through Alpha-2 adrenergic receptor,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-399710,Activation of AMPA receptors,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-427589,Type II Na+/Pi cotransporters,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-427975,Proton/oligopeptide cotransporters,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-428359,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-429593,Inositol transporters,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-4341670,Defective NEU1 causes sialidosis,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-444411,Rhesus glycoproteins mediate ammonium transport,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-4717374,Defective DPM1 causes DPM1-CDG,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-4719360,Defective DPM3 causes DPM3-CDG,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-4719377,Defective DPM2 causes DPM2-CDG,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-500753,Pyrimidine biosynthesis,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5083629,"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2",3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5083633,"Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1",3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5250958,Toxicity of botulinum toxin type B (botB),3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5250971,Toxicity of botulinum toxin type C (botC),3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5250989,Toxicity of botulinum toxin type G (botG),3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5250992,Toxicity of botulinum toxin type E (botE),3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5339700,Signaling by TCF7L2 mutants,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5602571,TRAF3 deficiency - HSE,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5624958,ARL13B-mediated ciliary trafficking of INPP5E,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5627083,RHO GTPases regulate CFTR trafficking,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5632928,Defective Mismatch Repair Associated With MSH2,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-5660489,MTF1 activates gene expression,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-6806664,Metabolism of vitamin K,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-70688,Proline catabolism,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-71262,Carnitine synthesis,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-71737,Pyrophosphate hydrolysis,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-75896,Plasmalogen biosynthesis,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-77305,Beta oxidation of palmitoyl-CoA to myristoyl-CoA,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-844455,The NLRP1 inflammasome,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-844615,The AIM2 inflammasome,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-880009,Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-8849175,Threonine catabolism,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-8849472,PTK6 Down-Regulation,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-8853336,Signaling by plasma membrane FGFR1 fusions,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-8874177,ATF6B (ATF6-beta) activates chaperones,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-8951911,RUNX3 regulates RUNX1-mediated transcription,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-8981607,Intracellular oxygen transport,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9007892,Interleukin-38 signaling,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9014843,Interleukin-33 signaling,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9020265,Biosynthesis of aspirin-triggered D-series resolvins,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9022535,Loss of phosphorylation of MECP2 at T308,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9022538,Loss of MECP2 binding ability to 5mC-DNA,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9034793,Activated NTRK3 signals through PLCG1,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9603505,NTRK3 as a dependence receptor,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9630747,Diseases of Cellular Senescence,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9630750,Evasion of Oncogene Induced Senescence Due to p16INK4A Defects,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9630794,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9632693,Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9632700,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9638482,Metal ion assimilation from the host,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-964827,"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2",3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-964975,Vitamin B6 activation to pyridoxal phosphate,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9649913,RAS GTPase cycle mutants,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9657688,Defective factor XII causes hereditary angioedema,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9657689,Defective SERPING1 causes hereditary angioedema,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9673766,Signaling by cytosolic PDGFRA and PDGFRB fusion proteins,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9675132,Diseases of cellular response to stress,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9678110,Attachment and Entry,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9692913,SARS-CoV-1-mediated effects on programmed cell death,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9708296,"tRNA-derived small RNA (tsRNA or tRNA-related fragment, tRF) biogenesis",3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9735804,Diseases of nucleotide metabolism,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9753510,Signaling by RAS GAP mutants,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9753512,Signaling by RAS GTPase mutants,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9793242,SUMOylation of nuclear envelope proteins,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9818025,NFE2L2 regulating TCA cycle genes,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9839397,TGFBR3 regulates FGF2 signaling,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9845622,Defective VWF binding to collagen type I ,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9853506,OGDH complex synthesizes succinyl-CoA from 2-OG,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9854907,Regulation of MITF-M dependent genes involved in metabolism,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9859138,"BCKDH synthesizes BCAA-CoA from KIC, KMVA, KIV",3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9860276,SLC15A4:TASL-dependent IRF5 activation,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9865113,Loss-of-function mutations in DBT cause MSUD2,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9865125,Loss-of-function mutations in BCKDHA or BCKDHB cause MSUD,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9907570,Loss-of-function mutations in DLD cause MSUD3/DLDD,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9927020,Heme assimilation,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9930449,Defective cleavage of FV variant at a.a.534 ,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9930479,Defective cleavage of FV variant at R334,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9930483,Defective FV causes thrombophilia ,3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-9969901,Cholesterol biosynthesis from zymosterol (modified Kandutsch-Russell pathway),3,3,1,0.866933,1,0.00497512,0.00772092,False
BMI,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,74,69,0.932432,0.870717,1,0.696517,0.806853,False
BMI,R-HSA-1482788,Acyl chain remodelling of PC,27,25,0.925926,0.871557,1,0.830846,0.913196,False
BMI,R-HSA-167160,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,27,25,0.925926,0.871557,1,0.781095,0.882327,False
BMI,R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,27,25,0.925926,0.871557,1,0.751244,0.859292,False
BMI,R-HSA-6803529,FGFR2 alternative splicing,27,25,0.925926,0.871557,1,0.771144,0.874013,False
BMI,R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,27,25,0.925926,0.871557,1,0.736318,0.844674,False
BMI,R-HSA-77075,RNA Pol II CTD phosphorylation and interaction with CE,27,25,0.925926,0.871557,1,0.781095,0.882327,False
BMI,R-HSA-72766,Translation,344,324,0.94186,0.876047,1,0.80597,0.893337,False
BMI,R-HSA-9734779,Developmental Cell Lineages of the Integumentary System,73,68,0.931507,0.876666,1,0.771144,0.874013,False
BMI,R-HSA-140342,Apoptosis induced DNA fragmentation,13,12,0.923077,0.879996,1,0.358209,0.454154,False
BMI,R-HSA-193775,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,13,12,0.923077,0.879996,1,0.333333,0.425586,False
BMI,R-HSA-200425,Carnitine shuttle,13,12,0.923077,0.879996,1,0.363184,0.459968,False
BMI,R-HSA-3270619,IRF3-mediated induction of type I IFN,13,12,0.923077,0.879996,1,0.338308,0.430773,False
BMI,R-HSA-9637687,Suppression of phagosomal maturation,13,12,0.923077,0.879996,1,0.308458,0.396828,False
BMI,R-HSA-9679504,Translation of Replicase and Assembly of the Replication Transcription Complex,13,12,0.923077,0.879996,1,0.333333,0.425586,False
BMI,R-HSA-9769733,Fibrin formation,13,12,0.923077,0.879996,1,0.343284,0.436402,False
BMI,R-HSA-1187000,Fertilization,26,24,0.923077,0.881969,1,0.791045,0.88636,False
BMI,R-HSA-5621480,Dectin-2 family,26,24,0.923077,0.881969,1,0.820896,0.906477,False
BMI,R-HSA-8963743,Digestion and absorption,26,24,0.923077,0.881969,1,0.850746,0.927302,False
